MovieID_i,MovieId_j,correlation
4252,27741,0.0
4252,30749,0.0
4252,30812,0.0
4252,30816,0.0
4252,31433,0.0
4252,31685,0.0
4252,31878,0.0
4252,32029,0.0
4252,32031,0.0
4252,32296,0.0
4252,32587,0.0
4252,33145,0.0
4252,33162,0.0
4252,33493,0.0
4252,33679,0.0
4252,33794,0.0
4252,33836,0.0
4252,34048,0.0
4252,34319,0.0
4252,37741,0.0
4252,38388,0.0
4252,40629,0.0
4252,40819,0.0
4252,41285,0.0
4252,42002,0.0
4252,45499,0.0
4252,45517,0.0
4252,45668,0.0
4252,45730,0.0
4252,46530,0.0
4252,46970,0.0
4252,47099,0.0
4252,48516,0.0
4252,48783,0.0
4252,48997,0.0
4252,49272,0.0
4252,49278,0.0
4252,49286,0.0
4252,49824,0.0
4252,51662,0.0
4252,51705,0.0
4252,51834,0.0
4252,54286,0.0
4252,56367,0.0
4252,56949,0.0
4252,58047,0.0
4252,58559,0.0
4252,59333,0.0
4252,59421,0.0
4252,60397,0.0
4252,60756,0.0
4252,60950,0.0
4252,61250,0.0
4252,63113,0.0
4252,63992,0.0
4252,64969,0.0
4252,66203,0.0
4252,68157,0.0
4252,68954,0.0
4252,69406,0.0
4252,69844,0.0
4252,70183,0.0
4252,70293,0.0
4252,70946,0.0
4252,71535,0.0
4252,71579,0.0
4252,72011,0.0
4252,72330,0.0
4252,72378,0.0
4252,72407,0.0
4252,72720,0.0
4252,72737,0.0
4252,72998,0.0
4252,73017,0.0
4252,74450,0.0
4252,74458,0.0
4252,77455,0.0
4252,77841,0.0
4252,78772,0.0
4252,79091,0.0
4252,79132,0.0
4252,80489,0.0
4252,80549,0.0
4252,80906,0.0
4252,81784,0.0
4252,81845,0.0
4252,81847,0.0
4252,82167,0.0
4252,82499,0.0
4252,84374,0.0
4252,86345,0.0
4252,86548,0.0
4252,87222,0.0
4252,88163,0.0
4252,88810,0.0
4252,89774,0.0
4252,91104,0.0
4252,91529,0.0
4252,91658,0.0
4252,92259,0.0
4252,94070,0.0
4252,95167,0.0
4252,95449,0.0
4252,95510,0.0
4252,95543,0.0
4252,96079,0.0
4252,97024,0.0
4252,97938,0.0
4252,98203,0.0
4252,99114,0.0
4252,103335,0.0
4252,103339,0.0
4252,104374,0.0
4252,105211,0.0
4252,106489,0.0
4252,106696,0.0
4252,106782,0.0
4252,107141,0.0
4252,109374,0.0
4252,109487,0.0
4252,109853,0.0
4252,112006,0.0
4252,112552,0.0
4252,113275,0.0
4252,113394,0.0
4252,114060,0.0
4252,115713,0.0
4252,119145,0.0
4252,122882,0.0
4252,129428,0.0
4252,131724,0.0
4252,136020,0.0
4252,137595,0.0
4252,140110,0.0
4260,4246,-2.0
4260,4252,-1.0
4260,4260,0.0
4260,4273,-2.0
4260,4306,0.0
4260,4308,1.0
4260,4310,0.0
4260,4347,-2.0
4260,4370,0.0
4260,4381,-1.0
4260,4447,0.0
4260,4518,0.0
4260,4558,0.0
4260,4641,1.0
4260,4643,0.0
4260,4700,0.0
4260,4741,-1.0
4260,4765,-3.0
4260,4844,0.0
4260,4874,0.0
4260,4881,-1.0
4260,4886,0.0
4260,4896,-2.0
4260,4902,-2.0
4260,4963,0.0
4260,4967,-3.0
4260,4993,0.0
4260,4995,0.0
4260,5048,0.0
4260,5060,0.0
4260,5066,0.0
4260,5181,0.0
4260,5218,0.0
4260,5349,0.0
4260,5377,0.0
4260,5378,0.0
4260,5445,0.0
4260,5447,0.0
4260,5451,0.0
4260,5459,0.0
4260,5464,0.0
4260,5481,0.0
4260,5502,0.0
4260,5507,0.0
4260,5618,0.0
4260,5620,0.0
4260,5746,0.0
4260,5764,0.0
4260,5816,0.0
4260,5841,0.0
4260,5843,0.0
4260,5872,0.0
4260,5890,0.0
4260,5891,0.0
4260,5893,0.0
4260,5902,0.0
4260,5919,0.0
4260,5943,0.0
4260,5952,0.0
4260,5956,0.0
4260,5957,0.0
4260,5962,0.0
4260,5965,0.0
4260,5988,0.0
4260,5989,0.0
4260,5991,0.0
4260,6001,0.0
4260,6044,0.0
4260,6155,0.0
4260,6238,0.0
4260,6266,0.0
4260,6333,0.0
4260,6365,0.0
4260,6377,0.0
4260,6534,0.0
4260,6535,0.0
4260,6539,0.0
4260,6835,0.0
4260,6863,0.0
4260,6874,0.0
4260,6934,0.0
4260,6942,0.0
4260,7143,0.0
4260,7149,0.0
4260,7151,0.0
4260,7153,0.0
4260,7154,0.0
4260,7155,0.0
4260,7169,0.0
4260,7293,0.0
4260,7375,0.0
4260,7445,0.0
4260,7451,0.0
4260,7458,0.0
4260,7899,0.0
4260,7991,0.0
4260,8207,0.0
4260,8360,0.0
4260,8368,0.0
4260,8373,0.0
4260,8528,0.0
4260,8529,0.0
4260,8533,0.0
4260,8636,0.0
4260,8665,0.0
4260,8666,0.0
4260,8783,0.0
4260,8798,0.0
4260,8808,0.0
4260,8865,0.0
4260,8869,0.0
4260,8870,0.0
4260,8907,0.0
4260,8908,0.0
4260,8949,0.0
4260,8957,0.0
4260,8958,0.0
4260,8961,0.0
4260,8965,0.0
4260,8969,0.0
4260,8970,0.0
4260,8972,0.0
4260,8984,0.0
4260,26409,0.0
4260,27741,0.0
4260,30749,0.0
4260,30812,0.0
4260,30816,0.0
4260,31433,0.0
4260,31685,0.0
4260,31878,0.0
4260,32029,0.0
4260,32031,0.0
4260,32296,0.0
4260,32587,0.0
4260,33145,0.0
4260,33162,0.0
4260,33493,0.0
4260,33679,0.0
4260,33794,0.0
4260,33836,0.0
4260,34048,0.0
4260,34319,0.0
4260,37741,0.0
4260,38388,0.0
4260,40629,0.0
4260,40819,0.0
4260,41285,0.0
4260,42002,0.0
4260,45499,0.0
4260,45517,0.0
4260,45668,0.0
4260,45730,0.0
4260,46530,0.0
4260,46970,0.0
4260,47099,0.0
4260,48516,0.0
4260,48783,0.0
4260,48997,0.0
4260,49272,0.0
4260,49278,0.0
4260,49286,0.0
4260,49824,0.0
4260,51662,0.0
4260,51705,0.0
4260,51834,0.0
4260,54286,0.0
4260,56367,0.0
4260,56949,0.0
4260,58047,0.0
4260,58559,0.0
4260,59333,0.0
4260,59421,0.0
4260,60397,0.0
4260,60756,0.0
4260,60950,0.0
4260,61250,0.0
4260,63113,0.0
4260,63992,0.0
4260,64969,0.0
4260,66203,0.0
4260,68157,0.0
4260,68954,0.0
4260,69406,0.0
4260,69844,0.0
4260,70183,0.0
4260,70293,0.0
4260,70946,0.0
4260,71535,0.0
4260,71579,0.0
4260,72011,0.0
4260,72330,0.0
4260,72378,0.0
4260,72407,0.0
4260,72720,0.0
4260,72737,0.0
4260,72998,0.0
4260,73017,0.0
4260,74450,0.0
4260,74458,0.0
4260,77455,0.0
4260,77841,0.0
4260,78772,0.0
4260,79091,0.0
4260,79132,0.0
4260,80489,0.0
4260,80549,0.0
4260,80906,0.0
4260,81784,0.0
4260,81845,0.0
4260,81847,0.0
4260,82167,0.0
4260,82499,0.0
4260,84374,0.0
4260,86345,0.0
4260,86548,0.0
4260,87222,0.0
4260,88163,0.0
4260,88810,0.0
4260,89774,0.0
4260,91104,0.0
4260,91529,0.0
4260,91658,0.0
4260,92259,0.0
4260,94070,0.0
4260,95167,0.0
4260,95449,0.0
4260,95510,0.0
4260,95543,0.0
4260,96079,0.0
4260,97024,0.0
4260,97938,0.0
4260,98203,0.0
4260,99114,0.0
4260,103335,0.0
4260,103339,0.0
4260,104374,0.0
4260,105211,0.0
4260,106489,0.0
4260,106696,0.0
4260,106782,0.0
4260,107141,0.0
4260,109374,0.0
4260,109487,0.0
4260,109853,0.0
4260,112006,0.0
4260,112552,0.0
4260,113275,0.0
4260,113394,0.0
4260,114060,0.0
4260,115713,0.0
4260,119145,0.0
4260,122882,0.0
4260,129428,0.0
4260,131724,0.0
4260,136020,0.0
4260,137595,0.0
4260,140110,0.0
4273,4246,0.0
4273,4252,1.0
4273,4260,2.0
4273,4273,0.0
4273,4306,0.0
4273,4308,3.0
4273,4310,0.0
4273,4347,0.0
4273,4370,0.0
4273,4381,1.0
4273,4447,0.0
4273,4518,0.0
4273,4558,0.0
4273,4641,3.0
4273,4643,0.0
4273,4700,0.0
4273,4741,1.0
4273,4765,-1.0
4273,4844,0.0
4273,4874,0.0
4273,4881,1.0
4273,4886,0.0
4273,4896,0.0
4273,4902,0.0
4273,4963,0.0
4273,4967,-1.0
4273,4993,0.0
4273,4995,0.0
4273,5048,0.0
4273,5060,0.0
4273,5066,0.0
4273,5181,0.0
4273,5218,0.0
4273,5349,0.0
4273,5377,0.0
4273,5378,0.0
4273,5445,0.0
4273,5447,0.0
4273,5451,0.0
4273,5459,0.0
4273,5464,0.0
4273,5481,0.0
4273,5502,0.0
4273,5507,0.0
4273,5618,0.0
4273,5620,0.0
4273,5746,0.0
4273,5764,0.0
4273,5816,0.0
4273,5841,0.0
4273,5843,0.0
4273,5872,0.0
4273,5890,0.0
4273,5891,0.0
4273,5893,0.0
4273,5902,0.0
4273,5919,0.0
4273,5943,0.0
4273,5952,0.0
4273,5956,0.0
4273,5957,0.0
4273,5962,0.0
4273,5965,0.0
4273,5988,0.0
4273,5989,0.0
4273,5991,0.0
4273,6001,0.0
4273,6044,0.0
4273,6155,0.0
4273,6238,0.0
4273,6266,0.0
4273,6333,0.0
4273,6365,0.0
4273,6377,0.0
4273,6534,0.0
4273,6535,0.0
4273,6539,0.0
4273,6835,0.0
4273,6863,0.0
4273,6874,0.0
4273,6934,0.0
4273,6942,0.0
4273,7143,0.0
4273,7149,0.0
4273,7151,0.0
4273,7153,0.0
4273,7154,0.0
4273,7155,0.0
4273,7169,0.0
4273,7293,0.0
4273,7375,0.0
4273,7445,0.0
4273,7451,0.0
4273,7458,0.0
4273,7899,0.0
4273,7991,0.0
4273,8207,0.0
4273,8360,0.0
4273,8368,0.0
4273,8373,0.0
4273,8528,0.0
4273,8529,0.0
4273,8533,0.0
4273,8636,0.0
4273,8665,0.0
4273,8666,0.0
4273,8783,0.0
4273,8798,0.0
4273,8808,0.0
4273,8865,0.0
4273,8869,0.0
4273,8870,0.0
4273,8907,0.0
4273,8908,0.0
4273,8949,0.0
4273,8957,0.0
4273,8958,0.0
4273,8961,0.0
4273,8965,0.0
4273,8969,0.0
4273,8970,0.0
4273,8972,0.0
4273,8984,0.0
4273,26409,0.0
4273,27741,0.0
4273,30749,0.0
4273,30812,0.0
4273,30816,0.0
4273,31433,0.0
4273,31685,0.0
4273,31878,0.0
4273,32029,0.0
4273,32031,0.0
4273,32296,0.0
4273,32587,0.0
4273,33145,0.0
4273,33162,0.0
4273,33493,0.0
4273,33679,0.0
4273,33794,0.0
4273,33836,0.0
4273,34048,0.0
4273,34319,0.0
4273,37741,0.0
4273,38388,0.0
4273,40629,0.0
4273,40819,0.0
4273,41285,0.0
4273,42002,0.0
4273,45499,0.0
4273,45517,0.0
4273,45668,0.0
4273,45730,0.0
4273,46530,0.0
4273,46970,0.0
4273,47099,0.0
4273,48516,0.0
4273,48783,0.0
4273,48997,0.0
4273,49272,0.0
4273,49278,0.0
4273,49286,0.0
4273,49824,0.0
4273,51662,0.0
4273,51705,0.0
4273,51834,0.0
4273,54286,0.0
4273,56367,0.0
4273,56949,0.0
4273,58047,0.0
4273,58559,0.0
4273,59333,0.0
4273,59421,0.0
4273,60397,0.0
4273,60756,0.0
4273,60950,0.0
4273,61250,0.0
4273,63113,0.0
4273,63992,0.0
4273,64969,0.0
4273,66203,0.0
4273,68157,0.0
4273,68954,0.0
4273,69406,0.0
4273,69844,0.0
4273,70183,0.0
4273,70293,0.0
4273,70946,0.0
4273,71535,0.0
4273,71579,0.0
4273,72011,0.0
4273,72330,0.0
4273,72378,0.0
4273,72407,0.0
4273,72720,0.0
4273,72737,0.0
4273,72998,0.0
4273,73017,0.0
4273,74450,0.0
4273,74458,0.0
4273,77455,0.0
4273,77841,0.0
4273,78772,0.0
4273,79091,0.0
4273,79132,0.0
4273,80489,0.0
4273,80549,0.0
4273,80906,0.0
4273,81784,0.0
4273,81845,0.0
4273,81847,0.0
4273,82167,0.0
4273,82499,0.0
4273,84374,0.0
4273,86345,0.0
4273,86548,0.0
4273,87222,0.0
4273,88163,0.0
4273,88810,0.0
4273,89774,0.0
4273,91104,0.0
4273,91529,0.0
4273,91658,0.0
4273,92259,0.0
4273,94070,0.0
4273,95167,0.0
4273,95449,0.0
4273,95510,0.0
4273,95543,0.0
4273,96079,0.0
4273,97024,0.0
4273,97938,0.0
4273,98203,0.0
4273,99114,0.0
4273,103335,0.0
4273,103339,0.0
4273,104374,0.0
4273,105211,0.0
4273,106489,0.0
4273,106696,0.0
4273,106782,0.0
4273,107141,0.0
4273,109374,0.0
4273,109487,0.0
4273,109853,0.0
4273,112006,0.0
4273,112552,0.0
4273,113275,0.0
4273,113394,0.0
4273,114060,0.0
4273,115713,0.0
4273,119145,0.0
4273,122882,0.0
4273,129428,0.0
4273,131724,0.0
4273,136020,0.0
4273,137595,0.0
4273,140110,0.0
4306,4246,1.5
4306,4252,0.0
4306,4260,0.0
4306,4273,0.0
4306,4306,0.0
4306,4308,0.0
4306,4310,3.5
4306,4347,0.0
4306,4370,-0.5
4306,4381,0.0
4306,4447,0.0
4306,4518,0.0
4306,4558,0.0
4306,4641,0.0
4306,4643,3.0
4306,4700,2.5
4306,4741,0.0
4306,4765,0.0
4306,4844,2.5
4306,4874,1.0
4306,4881,0.0
4306,4886,0.0
4306,4896,0.0
4306,4902,0.0
4306,4963,0.0
4306,4967,0.0
4306,4993,0.0
4306,4995,0.0
4306,5048,0.0
4306,5060,0.0
4306,5066,1.5
4306,5181,0.0
4306,5218,0.5
4306,5349,0.5
4306,5377,1.0
4306,5378,3.5
4306,5445,0.0
4306,5447,0.0
4306,5451,0.0
4306,5459,1.0
4306,5464,1.0
4306,5481,0.0
4306,5502,2.5
4306,5507,0.0
4306,5618,-1.0
4306,5620,1.5
4306,5746,0.0
4306,5764,0.0
4306,5816,-0.5
4306,5841,0.0
4306,5843,0.0
4306,5872,0.0
4306,5890,0.0
4306,5891,0.0
4306,5893,0.0
4306,5902,0.0
4306,5919,0.0
4306,5943,1.5
4306,5952,0.0
4306,5956,0.0
4306,5957,1.5
4306,5962,0.0
4306,5965,0.0
4306,5988,0.0
4306,5989,0.0
4306,5991,-0.5
4306,6001,0.0
4306,6044,0.0
4306,6155,1.5
4306,6238,0.0
4306,6266,1.5
4306,6333,0.0
4306,6365,0.0
4306,6377,1.0
4306,6534,3.5
4306,6535,0.5
4306,6539,-0.5
4306,6835,0.0
4306,6863,-0.5
4306,6874,0.0
4306,6934,2.0
4306,6942,0.5
4306,7143,-0.5
4306,7149,0.5
4306,7151,1.5
4306,7153,0.25
4306,7154,0.5
4306,7155,1.0
4306,7169,0.0
4306,7293,1.0
4306,7375,0.5
4306,7445,0.0
4306,7451,1.0
4306,7458,-0.5
4306,7899,0.0
4306,7991,0.0
4306,8207,-0.5
4306,8360,0.5
4306,8368,1.5
4306,8373,2.0
4306,8528,-0.5
4306,8529,1.0
4306,8533,-0.5
4306,8636,0.25
4306,8665,0.75
4306,8666,3.0
4306,8783,3.0
4306,8798,-0.5
4306,8808,2.0
4306,8865,3.0
4306,8869,-0.5
4306,8870,0.5
4306,8907,3.0
4306,8908,-0.5
4306,8949,0.0
4306,8957,0.0
4306,8958,0.5
4306,8961,1.0
4306,8965,3.0
4306,8969,1.0
4306,8970,2.5
4306,8972,1.5
4306,8984,0.0
4306,26409,0.0
4306,27741,1.0
4306,30749,1.0
4306,30812,0.5
4306,30816,2.0
4306,31433,2.0
4306,31685,0.0
4306,31878,0.5
4306,32029,2.0
4306,32031,2.5
4306,32296,2.0
4306,32587,0.5
4306,33145,1.5
4306,33162,0.5
4306,33493,3.0
4306,33679,1.5
4306,33794,0.75
4306,33836,3.0
4306,34048,1.0
4306,34319,-0.5
4306,37741,0.5
4306,38388,0.5
4306,40629,1.5
4306,40819,0.5
4306,41285,2.0
4306,42002,-0.5
4306,45499,0.0
4306,45517,-0.5
4306,45668,3.0
4306,45730,3.5
4306,46530,3.0
4306,46970,0.0
4306,47099,1.5
4306,48516,3.0
4306,48783,-0.5
4306,48997,1.5
4306,49272,-0.5
4306,49278,0.5
4306,49286,1.5
4306,49824,1.0
4306,51662,1.5
4306,51705,0.0
4306,51834,3.0
4306,54286,1.0
4306,56367,1.0
4306,56949,1.5
4306,58047,1.0
4306,58559,0.0
4306,59333,2.0
4306,59421,2.5
4306,60397,1.5
4306,60756,0.0
4306,60950,2.5
4306,61250,2.0
4306,63113,1.0
4306,63992,0.0
4306,64969,4.0
4306,66203,1.0
4306,68157,0.0
4306,68954,0.5
4306,69406,0.0
4306,69844,1.5
4306,70183,1.5
4306,70293,4.0
4306,70946,0.0
4306,71535,0.0
4306,71579,-0.5
4306,72011,2.0
4306,72330,1.0
4306,72378,0.0
4306,72407,1.5
4306,72720,1.0
4306,72737,1.0
4306,72998,2.0
4306,73017,1.5
4306,74450,1.5
4306,74458,0.0
4306,77455,0.0
4306,77841,2.5
4306,78772,1.5
4306,79091,-0.5
4306,79132,0.0
4306,80489,0.0
4306,80549,1.0
4306,80906,0.0
4306,81784,2.0
4306,81845,-0.5
4306,81847,1.0
4306,82167,1.0
4306,82499,2.5
4306,84374,1.0
4306,86345,0.0
4306,86548,1.5
4306,87222,1.0
4306,88163,0.5
4306,88810,1.5
4306,89774,0.0
4306,91104,1.5
4306,91529,-0.5
4306,91658,0.0
4306,92259,-0.5
4306,94070,0.0
4306,95167,0.5
4306,95449,0.5
4306,95510,1.5
4306,95543,1.0
4306,96079,-0.5
4306,97024,4.0
4306,97938,3.5
4306,98203,1.5
4306,99114,0.0
4306,103335,0.5
4306,103339,0.5
4306,104374,0.5
4306,105211,2.0
4306,106489,1.0
4306,106696,0.0
4306,106782,3.5
4306,107141,2.5
4306,109374,4.0
4306,109487,4.0
4306,109853,0.5
4306,112006,0.5
4306,112552,0.0
4306,113275,0.0
4306,113394,0.5
4306,114060,0.0
4306,115713,0.0
4306,119145,3.5
4306,122882,0.0
4306,129428,1.0
4306,131724,0.0
4306,136020,-0.5
4306,137595,0.5
4306,140110,-0.5
4308,4246,-3.0
4308,4252,-2.0
4308,4260,-1.0
4308,4273,-3.0
4308,4306,0.0
4308,4308,0.0
4308,4310,0.0
4308,4347,-3.0
4308,4370,0.0
4308,4381,-2.0
4308,4447,0.0
4308,4518,0.0
4308,4558,0.0
4308,4641,0.0
4308,4643,0.0
4308,4700,0.0
4308,4741,-2.0
4308,4765,-4.0
4308,4844,0.0
4308,4874,0.0
4308,4881,-2.0
4308,4886,0.0
4308,4896,-3.0
4308,4902,-3.0
4308,4963,0.0
4308,4967,-4.0
4308,4993,0.0
4308,4995,0.0
4308,5048,0.0
4308,5060,0.0
4308,5066,0.0
4308,5181,0.0
4308,5218,0.0
4308,5349,0.0
4308,5377,0.0
4308,5378,0.0
4308,5445,0.0
4308,5447,0.0
4308,5451,0.0
4308,5459,0.0
4308,5464,0.0
4308,5481,0.0
4308,5502,0.0
4308,5507,0.0
4308,5618,0.0
4308,5620,0.0
4308,5746,0.0
4308,5764,0.0
4308,5816,0.0
4308,5841,0.0
4308,5843,0.0
4308,5872,0.0
4308,5890,0.0
4308,5891,0.0
4308,5893,0.0
4308,5902,0.0
4308,5919,0.0
4308,5943,0.0
4308,5952,0.0
4308,5956,0.0
4308,5957,0.0
4308,5962,0.0
4308,5965,0.0
4308,5988,0.0
4308,5989,0.0
4308,5991,0.0
4308,6001,0.0
4308,6044,0.0
4308,6155,0.0
4308,6238,0.0
4308,6266,0.0
4308,6333,0.0
4308,6365,0.0
4308,6377,0.0
4308,6534,0.0
4308,6535,0.0
4308,6539,0.0
4308,6835,0.0
4308,6863,0.0
4308,6874,0.0
4308,6934,0.0
4308,6942,0.0
4308,7143,0.0
4308,7149,0.0
4308,7151,0.0
4308,7153,0.0
4308,7154,0.0
4308,7155,0.0
4308,7169,0.0
4308,7293,0.0
